1
200
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.7309668e-03   2.2634090e-03   2.7021033e-03   3.0941447e-03   3.4763493e-03   3.8726114e-03   4.2533483e-03   4.6803228e-03   5.1424439e-03   5.6517992e-03   6.1714695e-03   6.7982242e-03   7.5491325e-03   8.3412307e-03   9.1817977e-03   1.0041614e-02   1.0910345e-02   1.1773782e-02   1.2610003e-02   1.3419282e-02   1.4203667e-02   1.4958664e-02   1.5690421e-02   1.6381331e-02   1.7042019e-02   1.7708812e-02   1.8421513e-02   1.9144460e-02   1.9842897e-02   2.0513568e-02   2.1156740e-02   2.1759381e-02   2.2305350e-02   2.2852447e-02   2.3460076e-02   2.4129739e-02   2.4817537e-02   2.5489141e-02   2.6192080e-02   2.6905942e-02   2.7602702e-02   2.8255257e-02   2.8840084e-02   2.9337560e-02   2.9733947e-02   3.0014211e-02   3.0174170e-02   3.0240286e-02   3.0233391e-02   3.0164564e-02   3.0043202e-02   2.9877132e-02   2.9672585e-02   2.9434297e-02   2.9165591e-02   2.8868628e-02   2.8545635e-02   2.8194314e-02   2.7815377e-02   2.7407797e-02   2.6969158e-02   2.6500206e-02   2.5998496e-02   2.5462960e-02   2.4892936e-02   2.4288286e-02   2.3649465e-02   2.2977502e-02   2.2273814e-02   2.1540059e-02   2.0776829e-02   1.9986069e-02   1.9165334e-02   1.8309412e-02   1.7406728e-02   1.6438850e-02   1.5371576e-02   1.4126298e-02   1.2665587e-02   1.1049193e-02   9.4049117e-03   7.8535195e-03   6.4907148e-03   5.1737365e-03   3.8298795e-03   2.6200743e-03   1.4000648e-03   4.2410538e-04   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.4931144e-03   2.0170401e-03   2.5480082e-03   3.1498290e-03   3.8836002e-03   4.8668255e-03   6.1140216e-03   7.4897760e-03   8.8778116e-03   1.0236612e-02   1.1550180e-02   1.2873438e-02   1.4335531e-02   1.5793627e-02   1.7205499e-02   1.8930000e-02   2.0926225e-02   2.3093741e-02   2.4971126e-02   2.6278712e-02   2.7262133e-02   2.8188856e-02   2.9280017e-02   3.0494321e-02   3.1702923e-02   3.2849450e-02   3.3961926e-02   3.4992383e-02   3.5890710e-02   3.6670343e-02   3.7401776e-02   3.8160203e-02   3.8964903e-02   3.9763233e-02   4.0496602e-02   4.1141764e-02   4.1722843e-02   4.2252638e-02   4.2741440e-02   4.3177768e-02   4.3571087e-02   4.3937374e-02   4.4289099e-02   4.4627995e-02   4.4943306e-02   4.5224473e-02   4.5462106e-02   4.5658214e-02   4.5814602e-02   4.5928880e-02   4.5999041e-02   4.6023112e-02   4.5998179e-02   4.5925706e-02   4.5808195e-02   4.5646327e-02   4.5441218e-02   4.5193100e-02   4.4904899e-02   4.4573321e-02   4.4193054e-02   4.3760296e-02   4.3272493e-02   4.2728133e-02   4.2126484e-02   4.1467351e-02   4.0750817e-02   3.9976991e-02   3.9145798e-02   3.8256805e-02   3.7308888e-02   3.6301085e-02   3.5231350e-02   3.4097698e-02   3.2898518e-02   3.1633301e-02   3.0303829e-02   2.8916002e-02   2.7478644e-02   2.5987701e-02   2.4439010e-02   2.2825212e-02   2.1140195e-02   1.9390013e-02   1.7577618e-02   1.5710004e-02   1.3849593e-02   1.1947962e-02   9.9422030e-03   7.8337624e-03   5.7609021e-03   3.5935676e-03   1.3118160e-03   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1211949e-03   1.7262614e-03   2.4019788e-03   3.3456815e-03   4.7965361e-03   6.4628402e-03   8.1144720e-03   9.7251955e-03   1.1545255e-02   1.3361956e-02   1.5635677e-02   1.8415397e-02   2.0639409e-02   2.2073843e-02   2.3547060e-02   2.5306787e-02   2.7041843e-02   2.8711463e-02   3.0158180e-02   3.1477340e-02   3.2908925e-02   3.4365431e-02   3.5690806e-02   3.6930553e-02   3.8103673e-02   3.9243324e-02   4.0418131e-02   4.1600459e-02   4.2751274e-02   4.3873882e-02   4.4951396e-02   4.5990592e-02   4.7035798e-02   4.8087148e-02   4.9032155e-02   4.9848760e-02   5.0589435e-02   5.1287143e-02   5.1915331e-02   5.2436352e-02   5.2858429e-02   5.3239844e-02   5.3606449e-02   5.3937362e-02   5.4216750e-02   5.4448059e-02   5.4630694e-02   5.4759987e-02   5.4835654e-02   5.4871793e-02   5.4883197e-02   5.4870586e-02   5.4808202e-02   5.4674601e-02   5.4478259e-02   5.4223074e-02   5.3906581e-02   5.3527007e-02   5.3084006e-02   5.2587512e-02   5.2046199e-02   5.1465928e-02   5.0848676e-02   5.0188133e-02   4.9484427e-02   4.8738137e-02   4.7949051e-02   4.7116386e-02   4.6239004e-02   4.5315647e-02   4.4345122e-02   4.3326452e-02   4.2258971e-02   4.1142329e-02   3.9976421e-02   3.8761095e-02   3.7495773e-02   3.6178613e-02   3.4807331e-02   3.3388666e-02   3.1913615e-02   3.0357865e-02   2.8702621e-02   2.6949949e-02   2.5082491e-02   2.3145028e-02   2.1171495e-02   1.9104149e-02   1.6949197e-02   1.4766712e-02   1.2385731e-02   9.7917380e-03   7.1552750e-03   4.6001791e-03   2.0398959e-03   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.0997978e-04   1.5659574e-03   2.4440677e-03   3.9718070e-03   5.8300998e-03   7.6518207e-03   9.6823438e-03   1.1876763e-02   1.4914501e-02   1.7490546e-02   1.9140915e-02   2.1176026e-02   2.3274658e-02   2.5197898e-02   2.6877372e-02   2.8722303e-02   3.0488615e-02   3.2124760e-02   3.3686404e-02   3.5304840e-02   3.6949529e-02   3.8577448e-02   4.0163137e-02   4.1764918e-02   4.3376523e-02   4.4798571e-02   4.6120034e-02   4.7358999e-02   4.8424084e-02   4.9418542e-02   5.0402514e-02   5.1328642e-02   5.2196461e-02   5.2994374e-02   5.3776047e-02   5.4548071e-02   5.5208094e-02   5.5756604e-02   5.6164959e-02   5.6506113e-02   5.6812144e-02   5.7127168e-02   5.7484033e-02   5.7728599e-02   5.7856573e-02   5.7900442e-02   5.7861750e-02   5.7814213e-02   5.7765494e-02   5.7741111e-02   5.7784485e-02   5.7835635e-02   5.7836819e-02   5.7805835e-02   5.7744164e-02   5.7650183e-02   5.7518709e-02   5.7346717e-02   5.7136888e-02   5.6873938e-02   5.6543790e-02   5.6136728e-02   5.5664758e-02   5.5140460e-02   5.4569895e-02   5.3952129e-02   5.3277880e-02   5.2538856e-02   5.1729300e-02   5.0845362e-02   4.9884492e-02   4.8844917e-02   4.7725273e-02   4.6524458e-02   4.5241729e-02   4.3877459e-02   4.2434052e-02   4.0917903e-02   3.9341762e-02   3.7711917e-02   3.6013482e-02   3.4213144e-02   3.2317016e-02   3.0361417e-02   2.8351025e-02   2.6294584e-02   2.4174338e-02   2.2135487e-02   2.0188363e-02   1.8108399e-02   1.5807849e-02   1.3523484e-02   1.0924692e-02   8.2473066e-03   5.3702810e-03   2.4287142e-03   0.0000000e+00
   0.0000000e+00   0.0000000e+00   2.3806229e-04   1.1840708e-03   2.0820329e-03   3.8004518e-03   5.8078163e-03   7.9077114e-03   1.0317023e-02   1.3704553e-02   1.5928536e-02   1.8054417e-02   2.0422918e-02   2.2511596e-02   2.4535167e-02   2.6618249e-02   2.8528554e-02   3.0402010e-02   3.2372348e-02   3.4344913e-02   3.6287879e-02   3.8305303e-02   4.0130784e-02   4.1826573e-02   4.3346572e-02   4.4726053e-02   4.6089816e-02   4.7385378e-02   4.8600004e-02   4.9823292e-02   5.0956347e-02   5.1915755e-02   5.2702455e-02   5.3446683e-02   5.4263462e-02   5.4998290e-02   5.5558894e-02   5.5989943e-02   5.6438697e-02   5.6991487e-02   5.7696270e-02   5.8389075e-02   5.9097775e-02   5.9819801e-02   6.0556328e-02   6.1218047e-02   6.1842926e-02   6.2568282e-02   6.3292480e-02   6.3985572e-02   6.4638702e-02   6.5236615e-02   6.5770661e-02   6.6243745e-02   6.6659252e-02   6.7019512e-02   6.7320793e-02   6.7558410e-02   6.7728862e-02   6.7828714e-02   6.7850826e-02   6.7794207e-02   6.7662470e-02   6.7457234e-02   6.7178581e-02   6.6825365e-02   6.6393875e-02   6.5876451e-02   6.5266770e-02   6.4559936e-02   6.3752265e-02   6.2841008e-02   6.1824090e-02   6.0699881e-02   5.9466979e-02   5.8124057e-02   5.6669810e-02   5.5102984e-02   5.3422582e-02   5.1628251e-02   4.9721036e-02   4.7704342e-02   4.5585628e-02   4.3376432e-02   4.1080072e-02   3.8693406e-02   3.6205106e-02   3.3616741e-02   3.0939966e-02   2.8187014e-02   2.5348614e-02   2.2413776e-02   1.9480536e-02   1.6643229e-02   1.3827070e-02   1.1359251e-02   8.7391460e-03   5.8489491e-03   2.7232171e-03   0.0000000e+00
   0.0000000e+00   0.0000000e+00   6.6937730e-04   1.4517217e-03   2.9911684e-03   5.1120636e-03   7.3915203e-03   1.0297177e-02   1.3484926e-02   1.5641447e-02   1.8222507e-02   2.0454327e-02   2.2774320e-02   2.4961678e-02   2.7058050e-02   2.9279967e-02   3.1510608e-02   3.3781559e-02   3.5966794e-02   3.7952239e-02   3.9702708e-02   4.1366642e-02   4.2972874e-02   4.4489807e-02   4.6017864e-02   4.7376648e-02   4.8488403e-02   4.9534840e-02   5.0676333e-02   5.1601754e-02   5.2347163e-02   5.3131482e-02   5.4160136e-02   5.5267151e-02   5.6432033e-02   5.7660279e-02   5.8846910e-02   6.0081692e-02   6.1451782e-02   6.2828625e-02   6.4185735e-02   6.5495879e-02   6.6767808e-02   6.8013788e-02   6.9227182e-02   7.0399861e-02   7.1515171e-02   7.2591050e-02   7.3661777e-02   7.4733676e-02   7.5760385e-02   7.6713785e-02   7.7607696e-02   7.8393266e-02   7.9024865e-02   7.9509371e-02   7.9898086e-02   8.0234587e-02   8.0526493e-02   8.0740421e-02   8.0846294e-02   8.0823696e-02   8.0682875e-02   8.0429550e-02   8.0065252e-02   7.9591238e-02   7.9007391e-02   7.8310398e-02   7.7502601e-02   7.6585930e-02   7.5560924e-02   7.4427212e-02   7.3183738e-02   7.1829096e-02   7.0361807e-02   6.8780506e-02   6.7084077e-02   6.5271632e-02   6.3342288e-02   6.1294791e-02   5.9126778e-02   5.6833405e-02   5.4407230e-02   5.1848254e-02   4.9151807e-02   4.6308288e-02   4.3290803e-02   4.0153645e-02   3.6989567e-02   3.3663876e-02   3.0093915e-02   2.6441181e-02   2.2849698e-02   1.9251214e-02   1.5648097e-02   1.2119349e-02   8.8603616e-03   6.0919722e-03   3.0029792e-03   0.0000000e+00
   0.0000000e+00   0.0000000e+00   8.0395500e-04   1.8345593e-03   3.9440858e-03   6.2639735e-03   9.2846333e-03   1.2432632e-02   1.4911387e-02   1.7545957e-02   1.9943555e-02   2.2359906e-02   2.4649991e-02   2.7087388e-02   2.9534090e-02   3.2050093e-02   3.4303848e-02   3.6302552e-02   3.8187356e-02   3.9995973e-02   4.1755923e-02   4.3419306e-02   4.4780534e-02   4.6071992e-02   4.7398815e-02   4.8437567e-02   4.9434218e-02   5.0731983e-02   5.2158109e-02   5.3695497e-02   5.5275130e-02   5.6913341e-02   5.8735489e-02   6.0591396e-02   6.2426602e-02   6.4243016e-02   6.6059681e-02   6.7864088e-02   6.9633780e-02   7.1406834e-02   7.3246924e-02   7.5087267e-02   7.6893361e-02   7.8608741e-02   8.0118319e-02   8.1504563e-02   8.2906084e-02   8.4280473e-02   8.5514913e-02   8.6610822e-02   8.7584783e-02   8.8428056e-02   8.9160685e-02   8.9830964e-02   9.0454598e-02   9.0911995e-02   9.1107181e-02   9.1102661e-02   9.1021166e-02   9.0952951e-02   9.0869564e-02   9.0683554e-02   9.0329954e-02   8.9810984e-02   8.9164275e-02   8.8410999e-02   8.7564945e-02   8.6635939e-02   8.5626143e-02   8.4519180e-02   8.3305321e-02   8.1981352e-02   8.0548131e-02   7.9008212e-02   7.7363931e-02   7.5615835e-02   7.3761772e-02   7.1796909e-02   6.9715053e-02   6.7511761e-02   6.5189738e-02   6.2767306e-02   6.0254761e-02   5.7629564e-02   5.4848895e-02   5.1826605e-02   4.8641120e-02   4.5522662e-02   4.2244306e-02   3.8545629e-02   3.4783864e-02   3.0840903e-02   2.6653482e-02   2.2472455e-02   1.8029159e-02   1.3822452e-02   9.7456804e-03   6.1544676e-03   3.1330874e-03   0.0000000e+00
   0.0000000e+00   0.0000000e+00   9.2392193e-04   2.4213343e-03   4.7179586e-03   7.4962685e-03   1.1057612e-02   1.3617542e-02   1.6340726e-02   1.8941541e-02   2.1418491e-02   2.3961765e-02   2.6592368e-02   2.9304006e-02   3.1751426e-02   3.3894343e-02   3.5951663e-02   3.7906486e-02   3.9835772e-02   4.1431921e-02   4.2921381e-02   4.4388962e-02   4.5560135e-02   4.6901596e-02   4.8547743e-02   5.0342551e-02   5.2202515e-02   5.4242938e-02   5.6446033e-02   5.8679611e-02   6.0910335e-02   6.3166177e-02   6.5428317e-02   6.7687995e-02   7.0053239e-02   7.2472710e-02   7.4884631e-02   7.7129076e-02   7.9180436e-02   8.1280951e-02   8.3345130e-02   8.5237665e-02   8.6991114e-02   8.8597485e-02   9.0136489e-02   9.1648844e-02   9.2841966e-02   9.3711437e-02   9.4616629e-02   9.5609511e-02   9.6380223e-02   9.6898238e-02   9.7307726e-02   9.7703153e-02   9.7908049e-02   9.7772076e-02   9.7433289e-02   9.7054258e-02   9.6731190e-02   9.6253242e-02   9.5445071e-02   9.4483245e-02   9.3387535e-02   9.2136751e-02   9.0744546e-02   8.9266501e-02   8.7746400e-02   8.6211783e-02   8.4668277e-02   8.3102858e-02   8.1511644e-02   7.9893375e-02   7.8248047e-02   7.6576353e-02   7.4878935e-02   7.3155761e-02   7.1405841e-02   6.9627408e-02   6.7818513e-02   6.5977596e-02   6.4106791e-02   6.2218000e-02   6.0319420e-02   5.8357571e-02   5.6217695e-02   5.3840384e-02   5.1188974e-02   4.8114516e-02   4.5115142e-02   4.1670982e-02   3.7948178e-02   3.3892471e-02   2.9872108e-02   2.5343731e-02   2.0647823e-02   1.5822095e-02   1.1006295e-02   6.6248046e-03   3.2266491e-03   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0609127e-03   3.0105398e-03   5.5342218e-03   9.2214236e-03   1.1870044e-02   1.4792849e-02   1.7502604e-02   2.0101776e-02   2.2833964e-02   2.5651096e-02   2.8427976e-02   3.0854072e-02   3.3077406e-02   3.5205082e-02   3.7288790e-02   3.8992192e-02   4.0686929e-02   4.2132679e-02   4.3505946e-02   4.5309636e-02   4.7315126e-02   4.9417510e-02   5.1799463e-02   5.4332799e-02   5.6889588e-02   5.9490224e-02   6.2126731e-02   6.4792582e-02   6.7622894e-02   7.0510935e-02   7.3329286e-02   7.5898081e-02   7.8529766e-02   8.1107202e-02   8.3504099e-02   8.5738492e-02   8.7888825e-02   9.0000157e-02   9.1636895e-02   9.3126668e-02   9.4801533e-02   9.6177158e-02   9.7301482e-02   9.8422064e-02   9.9231442e-02   9.9591113e-02   9.9920150e-02   1.0026311e-01   1.0005468e-01   9.9545962e-02   9.8655317e-02   9.7522590e-02   9.6384156e-02   9.5216114e-02   9.3940759e-02   9.2516953e-02   9.1031387e-02   8.9501734e-02   8.7948110e-02   8.6426316e-02   8.4931921e-02   8.3429693e-02   8.1891362e-02   8.0281799e-02   7.8669121e-02   7.7110210e-02   7.5628708e-02   7.4199057e-02   7.2775088e-02   7.1330017e-02   6.9851686e-02   6.8336627e-02   6.6784894e-02   6.5196287e-02   6.3568471e-02   6.1897562e-02   6.0183098e-02   5.8437477e-02   5.6702522e-02   5.5050822e-02   5.3474949e-02   5.1857610e-02   5.0138064e-02   4.8402134e-02   4.6712227e-02   4.4957752e-02   4.3017509e-02   4.0915784e-02   3.8611627e-02   3.5375104e-02   3.1717557e-02   2.7375398e-02   2.2741153e-02   1.7683258e-02   1.2440032e-02   7.3541709e-03   3.2602241e-03   0.0000000e+00
   0.0000000e+00   1.6518333e-04   1.2306308e-03   3.5150958e-03   6.3856843e-03   9.8759871e-03   1.2899120e-02   1.5701754e-02   1.8457292e-02   2.1308210e-02   2.4290050e-02   2.7145283e-02   2.9603759e-02   3.1936840e-02   3.4202728e-02   3.6158956e-02   3.7972749e-02   3.9579292e-02   4.1129161e-02   4.3147596e-02   4.5417446e-02   4.7830762e-02   5.0577891e-02   5.3406633e-02   5.6295459e-02   5.9246617e-02   6.2275239e-02   6.5508541e-02   6.8793579e-02   7.1847003e-02   7.4878208e-02   7.7912478e-02   8.0751179e-02   8.3412803e-02   8.6067000e-02   8.8374002e-02   9.0327507e-02   9.2508633e-02   9.4311825e-02   9.5944010e-02   9.7427167e-02   9.8292250e-02   9.9135422e-02   9.9732474e-02   9.9704416e-02   9.9130040e-02   9.8227452e-02   9.7317799e-02   9.6243024e-02   9.4930901e-02   9.3523702e-02   9.2080592e-02   9.0707495e-02   8.9282150e-02   8.7696919e-02   8.6376226e-02   8.5371378e-02   8.4222067e-02   8.2943862e-02   8.1660390e-02   8.0438067e-02   7.9259119e-02   7.8070814e-02   7.6889254e-02   7.5709453e-02   7.4525174e-02   7.3338888e-02   7.2142493e-02   7.0928266e-02   6.9689718e-02   6.8422741e-02   6.7120627e-02   6.5776443e-02   6.4383928e-02   6.2938081e-02   6.1435660e-02   5.9875600e-02   5.8259290e-02   5.6590236e-02   5.4873937e-02   5.3115964e-02   5.1320234e-02   4.9496688e-02   4.7654636e-02   4.5793516e-02   4.3913388e-02   4.2062292e-02   4.0239064e-02   3.8113003e-02   3.6484891e-02   3.4730358e-02   3.3004059e-02   3.0875550e-02   2.8120130e-02   2.3989106e-02   1.9023683e-02   1.3735006e-02   8.1260138e-03   3.3437232e-03   0.0000000e+00
